question,language,domain,difficulty
Epicurus conceives of death as:,English,philosophy,hard
英国人史蒂芬孙曾亲自驾驶新设计的“旅行”号机车，牵引着6节煤车和20节客车厢，奔驰在英格兰斯托克敦至达林敦之间的商用铁路上，宣告了“铁路时代”的到来。这一事件发生在,Chinese,world_history,hard
"A ten-year-old boy, tested with a paper-and-pencil intelligence test, obtained an IQ score of 130. Two years later, he was tested with an alternate form of the same test. Most likely, the obtained score on the second testing would be",English,professional_psychology,hard
卖方负责提供货物、租船运输、货物保险，买方承担付款、在货物到达目的港收取货物，这一价格条件是,Chinese,international_law,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I brought my 13-year-old son to a show featuring exotic dancers. Scenario 2 | I went fishing for dolphins last weekend.",English,moral_scenarios,hard
“子墨子之守圉有余”（《墨子•公输》），其中的“守圉”即“守御”，“圉”和“御”是,Chinese,ancient_chinese,hard
"Ethical issues related to marketing communications include the fact that they are _________ and unavoidable, they create ________ needs, reinforce _________ and perpetuate _________ and ______.",English,business_ethics,hard
Nitronyl nitroxides are stable radicals in which the unpaired electron is coupled to two equivalent nitrogen nuclei. How many lines will appear in the EPR spectrum of a solution of a rigid nitronyl nitroxide diradical with J << a?,English,college_chemistry,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I talked on the phone while driving the school bus. Scenario 2 | I kicked John out into the hall for being too loud.",English,moral_scenarios,hard
What is meant by an international organisation's implied powers?,English,international_law,hard
副标题为“纪念鲁迅有感”的作品是,Chinese,chinese_literature,hard
The strongest base in liquid ammonia is,English,college_chemistry,hard
The speed of sound is slightly greater on a,English,conceptual_physics,hard
" Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is not a necessary condition for France's subsidizing agriculture, or China promotes human rights if South Africa supplies diamonds.",English,formal_logic,hard
Individuals who profit most from crisis group intervention are those who,English,professional_psychology,hard
高层建筑为了减小地基的变形，下列何种基础形式较为有效,Chinese,construction_project_management,hard
职业教育管理现代化的核心是实现人的,Chinese,education,hard
"Select the best translation into predicate logic: Caroline is sweet if, and only if, Janet is engaged to Brad.",English,formal_logic,hard
"Sauna use, sometimes referred to as ""sauna bathing,"" is characterized by short-term passive exposure to extreme heat. This exposure elicits mild hyperthermia – an increase in the body's core temperature – that induces a thermoregulatory response involving neuroendocrine, cardiovascular, and cytoprotective mechanisms that work together to restore homeostasis and condition the body for future heat stressors… In recent decades, sauna bathing has emerged as a means to increase lifespan and improve overall health, based on compelling data from observational, interventional, and mechanistic studies. Of particular interest are the findings from studies of participants in the Kuopio Ischemic Heart Disease Risk Factor (KIHD) Study, an ongoing prospective population-based cohort study of health outcomes in more than 2,300 middle-aged men from eastern Finland, which identified strong links between sauna use and reduced death and disease… The KIHD findings showed that men who used the sauna two to three times per week were 27 percent less likely to die from cardiovascular-related causes than men who didn't use the sauna.[2] Furthermore, the benefits they experienced were found to be dose-dependent: Men who used the sauna roughly twice as often, about four to seven times per week, experienced roughly twice the benefits – and were 50 percent less likely to die from cardiovascular-related causes.[2] In addition, frequent sauna users were found to be 40 percent less likely to die from all causes of premature death. These findings held true even when considering age, activity levels, and lifestyle factors that might have influenced the men's health.[2]... The KIHD also revealed that frequent sauna use reduced the risk of developing dementia and Alzheimer's disease in a dose-dependent manner. Men who used the sauna two to three times per week had a 66 percent lower risk of developing dementia and a 65 percent lower risk of developing Alzheimer's disease, compared to men who used the sauna only one time per week… The health benefits associated with sauna use extended to other aspects of mental health, as well. Men participating in the KIHD study who used the sauna four to seven times per week were 77 percent less likely to develop psychotic disorders, regardless of the men's dietary habits, socioeconomic status, physical activity, and inflammatory status (as measured by C-reactive protein)…Exposure to high temperature stresses the body, eliciting a rapid, robust response. The skin and core body temperatures increase markedly, and sweating ensues. The skin heats first, rising to 40°C (104°F), and then changes in core body temperature occur, rising slowly from 37°C (98.6°F, or normal) to 38°C (100.4°F) and then rapidly increasing to 39°C (102.2°F)…  Cardiac output, a measure of the amount of work the heart performs in response to the body's need for oxygen, increases by 60 to 70 percent, while the heart rate (the number of beats per minute) increases and the stroke volume (the amount of blood pumped) remains unchanged.[5] During this time, approximately 50 to 70 percent of the body's blood flow is redistributed from the core to the skin to facilitate sweating. The average person loses approximately 0.5 kg of sweat while sauna bathing.[11] Acute heat exposure also induces a transient increase in overall plasma volume to mitigate the decrease in core blood volume. This increase in plasma volume not only provides a reserve source of fluid for sweating, but it also acts like the water in a car's radiator, cooling the body to prevent rapid increases in core body temperature and promoting heat tolerance… Repeated sauna use acclimates the body to heat and optimizes the body's response to future exposures, likely due to a biological phenomenon known as hormesis, a compensatory defense response following exposure to a mild stressor that is disproportionate to the magnitude of the stressor. Hormesis triggers a vast array of protective mechanisms that not only repair cell damage but also provide protection from subsequent exposures to more devastating stressors… The physiological responses to sauna use are remarkably similar to those experienced during moderate- to vigorous-intensity exercise. In fact, sauna use has been proposed as an alternative to exercise for people who are unable to engage in physical activity due to chronic disease or physical limitations.[13]

According to the article, which of the following is NOT a benefit of sauna use?",English,college_medicine,hard
When traveling north from the United States into Canada you’ll see the North Star (Polaris) getting _________.,English,astronomy,hard
马克思指出：“搬运夫和哲学家之间的原始差别要比家犬和猎犬之间的差别小得多，它们之间的鸿沟是分工掘成的。”这表明,Chinese,marxist_theory,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I kept the deer's head as a souvenir and I mounted it. Scenario 2 | I wrote a prescription for the sick child. ",English,moral_scenarios,hard
How long is the time on an NBA shot clock?,English,miscellaneous,hard
在群落中决定着整个群落的内部结构和特殊环境，往往是主要层的优势种的植物种是,Chinese,agronomy,hard
核武器按任务使用可分为：战略核武器和（）。,Chinese,security_study,hard
"A musician owned a summer cottage on the lake. A neighbor, an adjoining land owner, started a sand business, which required him to do heavy hauling of sand, rocks, dirt, and other materials on his property. The neighbor's excessive excavating in the course of conducting his sand removal business causes the collapse of a large storage building on the musician's property. If the musician brings an action to recover damages for the collapse of his storage building, the musician will probably",English,professional_law,hard
某中学历史兴趣小组试图对“世界史·中国梦”这一主题进行探究，经过查阅资料、分析比较和讨论总结，大家认识到:“中国梦”的本质内涵是实现国家富强、民族复兴、人民幸福和社会和谐，它符合当今世界的时代主题，与人类的进步紧密相连。因此，“中国梦”：a 有别于近代主要西方国家的大国之梦；b 同冷战时期苏联的大国之梦基本一致；c 有助于推动世界格局多极化趋势发展；d 意味着中国对人类的贡献将越来越大,Chinese,chinese_history,hard
按照选择性分类可以把课程分为,Chinese,education,hard
Which of the following plant cells undergoes programmed cell death to become functional?,English,college_biology,hard
 Which of the following is not an objection Pence gives to the argument that SCNT is not best for the child?,English,moral_disputes,hard
The parvoviruses have a rather unique genome; what form does it take?,English,virology,hard
A 51-year-old man comes to the office because of a 6-month history of a lump on his tongue that is interfering with his speech and eating; he also has had a 6.8-kg (15-lb) weight loss during this period. He has smoked 1 pack of cigarettes daily and has consumed six 12-oz bottles of beer on weekend nights during the past 30 years. His vital signs are within normal limits. Physical examination shows a 1.5-cm mass on the apex of the tongue. Further evaluation of the mass confirms squamous cell carcinoma. It is most appropriate to evaluate which of the following lymph nodes first for evidence of metastasis in this patient?,English,professional_medicine,hard
" ____________ distribute the product. They offer value through services associated with selling inventory, credit, and aftersales service.",English,marketing,hard
驾驶机动车跨越双实线行驶属于什么行为,Chinese,chinese_driving_rule,hard
下列哪项不属于化学性消化,Chinese,nutrition,hard
党的十九大报告指出，要推动社会主义文化繁荣兴盛，建设社会主义文化强国。下列关于推动社会主义文化繁荣兴盛的说法不正确的是,Chinese,chinese_civil_service_exam,hard
唯一完整成环的喉软骨是,Chinese,anatomy,hard
贾平凹在《秦腔》中说，八百里秦川农民视为生命“五大要素”的，除秦腔外，还有,Chinese,chinese_literature,hard
"In modern societies, social status is typically measured by a person's:",English,sociology,hard
下列蛋白质中，属于乙烯受体的是,Chinese,agronomy,hard
"A parent in family A delays for a long time before responding to a crying infant. In family B, a crying infant receives immediate attention. At night, a crying infant receives no attention in either family. According to traditional leaning theories, it would be anticipated that",English,professional_psychology,hard
Arguing that a claim must be true because there is no evidence that it is false is which of the following fallacies?,English,logical_fallacies,hard
Osteoclasts,English,anatomy,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I went to the bank to cash a check with my own name on it. Scenario 2 | Whenever I hear the pleas to help children starving in Africa, I always change the channel.",English,moral_scenarios,hard
下列古注类型，属于对古书文字进行辨音释义的一项是,Chinese,ancient_chinese,hard
以企业的销售额占企业所服务的市场的百分比来表示的市场占有率是,Chinese,marketing,hard
由于德国资本主义起步晚，在向资本主义进军的过程中，封建容克和军阀领势力强大，加之是封建容克和军阀领导的王朝战争实现了德国的统一，为德国的发展创造了条件。因此其宪法带有封建和军国主义残余，是因为,Chinese,world_history,hard
以善恶评价的方式来评价和调节人们行为的观念和规范，是人类自我完善的一种价值标准，这指的是,Chinese,sociology,hard
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,English,conceptual_physics,hard
$X$的剩余寿命受两个终止原因威胁，已知$\mu_{x+1}^{(1)}=0.05，\mu_{x+t}^{(2)}=0.02，t \geqslant 0$，则下列说法正确的有 ( ) 。(1)${ }_{10} p_x^{(\tau)}=0.4966$;(2)$q_x^{(1)}=0.7143$;(3)$q_x^{(2)}=0.4286^{\circ}$,Chinese,college_actuarial_science,hard
1955年海牙《解决本国法与住所地法冲突公约》中所规定的“如当事人的住所地国规定应适用当事人本国法，而其本国法规定适用住所地法时，凡缔约国均应适用其住所地国的内国法。”这条规定肯定了,Chinese,international_law,hard
"An insured business owner stored valuable property in an insured warehouse owned by the business. During night time hours, when there were no employees in the warehouse, the building and its contents burned to the ground by a raging fire. The fire department ruled that the fire had an incendiary origin. The fire report, however, did not identify a perpetrator. The insurer responded by rejecting coverage and accusing the business owner of starting the fire. The business owner sued the insurance company in federal court for the policy proceeds to cover its property damages claim. At the trial on the business owner's civil claim for insurance coverage, the owner attempted to put several persons on the stand to testify to the owner's good character, which was submitted as proof that the owner did not commit the arson. The trial court ruled that the character evidence would be excluded because it was inadmissible character testimony under Fed.R.Evid. 404(a). On appeal, will the fedeal appellate court likely affim the trial court's order?",English,professional_law,hard
利用药学手段阻断钠泵后，下列正确的是,Chinese,college_medicine,hard
The physician directs the medical assistant to complete a request form for an X-ray study of the fibula. The procedure will be performed on which of the following structures?,English,anatomy,hard
A paper manufacturing company contracted with a construction company for the building of a new warehouse. The contract provided that the construction company would be paid upon completion of the warehouse. The contractor finished the warehouse but it had some minor deviations from the plans due to substitution for certain building materials that were not available in the market. The construction company finished working and demanded payment. The paper company refused to pay based on deviations from the specifications. Will the construction company likely prevail in a breach of contract action against the paper company?,English,professional_law,hard
Which of the following statements best describes a researcher’s obligations regarding the use of animals in psychological research?,English,professional_psychology,hard
关于物体做曲线运动，下列说法正确的是：,Chinese,conceptual_physics,hard
"Some homeless people started residing on a strip of land located under a bridge. The land was owned by a nearby chemical manufacturer. The squatters did not ask permission, and the company did not feel it was an urgent problem. The squatters used a small lake on the property for bathing and drinking water. Within a few days, two squatters died from what was later revealed to be highly polluted water coming from the company's waste discharges. The company knew that it had a waste discharge problem. The estates of the two decedents sued the company. Will they likely prevail on their tort claim despite the company's defense that the decedents were trespassers?",English,professional_law,hard
非形式逻辑标准的一个论证是好的，当且仅当()成立。,Chinese,logical,hard
"If A = {1, 2, 3} then relation S = {(1, 1), (2, 2)} is",English,abstract_algebra,hard
Which of the following experimental observations were explained by Planck’s quantum theory?,English,college_chemistry,hard
"A uniform solid disk starts from rest and rolls down an inclined plane without slipping. After some time, what fraction of the disk’s total kinetic energy is rotational kinetic energy?",English,college_physics,hard
Why might American exceptionalism lead to opposition to world government?,English,us_foreign_policy,hard
关于完全竞争市场，以下说法正确的是,Chinese,business_ethics,hard
男性，39岁，饱餐饮酒后持续性上腹部疼痛伴恶心呕吐，查体心率110次/分血压136/86mmHg，腹部平坦，中上腹部压痛阳性，轻度肌紧张，肠鸣音正常，化验结果wbc12X10⁹/L、N78%、血脂肪酶2130U/l腹部增强CT提示胰腺增大，密度不均，边界模糊，胰腺周围轻度渗出，胰体尾部低密度斑块影，密度不均。首选的治疗措施是,Chinese,clinical_knowledge,hard
"A defendant worked as a short-order cook at a restaurant. After work, the defendant went out drinking with one of the other cooks, and they were commiserating about their lack of money. They decided that the only way out of their rut was to rob a local bank. They then agreed to carry out a bank heist on the following Friday. In accordance with their plan, the cook on Monday purchased two ski masks to be used in the robbery. On Wednesday, after learning that the cook had bought the masks, the defendant got cold feet and told the cook he was renouncing his involvement in the robbery scheme. On Friday, the cook carried out the robbery without the defendant's participation. This jurisdiction requires an overt act for the crime of conspiracy. Is the defendant guilty of conspiracy?",English,professional_law,hard
美国心理学家哈维格斯特强调人的社会化是持续一生的思想，他把人一生的社会化过程分为,Chinese,sociology,hard
What is the slowest wind speed a hurricane can have according to the Saffir-Simpson scale?,English,miscellaneous,hard
Where is the Frank Lloyd Wright-designed house known as Falling Water?,English,miscellaneous,hard
张竞说：只有正式代表才可以发言。 刘强说：不对吧!李贵也是正式代表但他并发言 刘强的回答是把张竞的话错误的理解为以下哪项?,Chinese,logical,hard
The red glow in the neon tube of an advertising sign is a result of,English,conceptual_physics,hard
下面哪项不提示已排卵,Chinese,human_sexuality,hard
"Frustration always leads to aggression/aggression always predicated by frustration. What does the CATHARSIS THEORY states in this issue, but is unsupported by research?",English,professional_psychology,hard
The 'absolute' poverty line is drawn to show:,English,sociology,hard
Benefits of opioid replacement therapy as an approach for HIV prevention include:,English,virology,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took the towels from the hotel pool back to my room. Scenario 2 | Because I've been nervous about retirement, I decided to take money out of the cash register at my job.",English,moral_scenarios,hard
将票据法编入债务法典内，作为债务法的一部分内容的国家是,Chinese,international_law,hard
How are actors Charlie Sheen and Emilio Estevez related?,English,miscellaneous,hard
Which of the following types of spectroscopy is a light-scattering technique?,English,college_chemistry,hard
神说苏格拉底最聪明，苏格拉底如何去证明神说错了？,Chinese,philosophy,hard
"A young child is brought to a psychologist for evaluation of their home situation. The child is placed in the middle of the floor, with the mother on one side and the psychologist on the other. The mother then leaves for a short while, and then returns. Which of the following would be a concerning sign during this evaluation?",English,college_medicine,hard
Sustainability can broadly be defined as,English,business_ethics,hard
语言的抽象程度有高低之分，抽象的程度越高，它与具体实际的依存关系就越？,Chinese,journalism,hard
因含砷类对肾有影响的中药是,Chinese,traditional_chinese_medicine,hard
"A heat pump is to extract heat from an outdoor environment at 7°C and heat the environment indoors to 27°C. For each 15,000 J of heat delivered indoors, the smallest amount of work that must be supplied to the heat pump is approximately",English,college_physics,hard
下列关于封建社会教育表述不正确的是(),Chinese,college_education,hard
"It is correct to state that for the treatment of Bulimia Nervosa:
",English,nutrition,hard
某造纸企业在制定市场营销策略时，在考虑消费者需要和企业利润的同时，还兼顾到社会利益，该企业所奉行的营销观念属于,Chinese,marketing,hard
Which of the following best describes the fallacy of amphiboly?,English,logical_fallacies,hard
一个企业的产品组合中所拥有的产品线的数目被称为产品组合的,Chinese,marketing,hard
"Point out the most accurate response : According to Austin, law has the following attributes :",English,jurisprudence,hard
Who was Charlie McCarthy?,English,miscellaneous,hard
"The difference between dc and ac in electric circuits is that in dc, charges flow",English,conceptual_physics,hard
美国总统威尔逊曾这样说道：“金融领导地位将属于我们，工业首要地位将属于我们，贸易优势将属于我们，世界上其他国家期待着我们给以领导和指引。”美国实现这一意图是在,Chinese,world_history,hard
The walls of the maxillary sinus are sinus is related to,English,anatomy,hard
Are all acts of State organs attributed to the State under the law international responsibility?,English,international_law,hard
What is the purpose of baselines under the law of the sea?,English,international_law,hard
我国法律体系由具有内在联系的法律部门组成，《中华人民共和国反不正当竞争法》所属的法律部门是,Chinese,legal_and_moral_basis,hard
What is not true of Jupiter's magnetic field?,English,astronomy,hard
企业因或有事项确认的负债，在资产负债表中列示的项目是,Chinese,professional_accounting,hard
"In classical psychoanalytic theory, a maladaptive behavior that emerges as a compromise between an unconscious impulse and the resulting defense process is called",English,professional_psychology,hard
中国导弹之父为,Chinese,security_study,hard
洋务运动初期，军事工业生产的产品不经过市场流通而直接调拨各省。19世纪80年代后，沿海各省中哪一省需配备兵船就由该省筹款；江南制造总局和天津机器局等企业，如果所产某种武器的售价高于国际市场价格过多，就会停止生产。这说明洋务运动期间的军事工业,Chinese,chinese_history,hard
The greatest Egyptian pyramids at Giza were built:,English,prehistory,hard
在人类中，隐性性状在哪些人群中被表现出来,Chinese,genetics,hard
Who or what was Big Bertha?,English,miscellaneous,hard
邱老师在工作日志中写道：“在今天的校研会上，我说做教研跟写论文的方法是一样的，居然没有得到认可。是我错了？还是大家不理解我？我得把这个问题搞清楚。”这说明邱老师,Chinese,chinese_teacher_qualification,hard
Which of the following is evidence for interbreeding between anatomically modern humans and Neandertals?,English,prehistory,hard
下列各项中协助围成椎管的韧带是,Chinese,sports_science,hard
男，20岁，夜间骑自行车时头朝下跌于深沟，X线示枢椎齿状突骨折，Ⅲ型。该患者首选的治疗是,Chinese,clinical_knowledge,hard
从14世纪开始，英国大法官法院的法官们根据公平正义原则和规则对普通法进行修正、补充而出现和发展起来的一种法律，称为,Chinese,jurisprudence,hard
最早的计算机网络与传统的通信网络最大的区别是什么？,Chinese,computer_security,hard
Relaxation Voltage controlled oscillators are used to generate,English,electrical_engineering,hard
"Litigation arose in the courts of a state when the Secretary of Commerce attempted to stop a man from sending his new advertising brochures through the mail. Under the Secretary's interpretation, the new brochures contained obscene photographs and sexually suggestive language. The Secretary was acting under authority given to him by Section 1123(b) of state statute, which provided:""Whenever the Secretary of Commerce shall determine that a commercial mailing to residents of the state is inappropriate for minors, the Secretary shall have the authority to prohibit such mailing. ""The case reached the highest court in the state, which held that the statute was unconstitutional, being in violation of both the commerce clause and the supremacy clause. If this case is reviewed by the U. S. Supreme Court, it will reach that court",English,professional_law,hard
"With respect to marital satisfaction, most long lasting marriages",English,human_aging,hard
"A federal statute governing food stamp fraud makes it a crime to knowingly acquire or possess food coupons in a manner not authorized by the statute or the regulations. A grocery store owner purchased discounted food stamps from an undercover agent, and was arrested for violating the statute. At trial, the store owner claimed that the government must prove that he had the specific intent to commit a crime. The government contended it only had to show that he knowingly acquired food stamps, and that this was not a specific intent crime. The trial judge adopted the government's interpretation, and the store owner was convicted. His appeal made it all the way to the U.S. Supreme Court. Will the Court likely reverse or affirm the conviction and why?",English,professional_law,hard
Nagel claims that most skeptical arguments:,English,philosophy,hard
A survey should avoid asking:,English,sociology,hard
下列句子中，不表示“转移”意义的是,Chinese,modern_chinese,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I helped cook food in the community center to serve the community. Scenario 2 | I taught the child to cut his fingernails with hedge trimmers.",English,moral_scenarios,hard
流行病学的实验性研究不包括,Chinese,virology,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I consider friendly fire to be a serious hobby. Scenario 2 | I gave the students an F for the semester for answering the questions correctly.",English,moral_scenarios,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I play video games instead of reading Twitter. Scenario 2 | I moaned when making love to a corpse.",English,moral_scenarios,hard
1987年，台湾民众发起返乡运动，印发《我们已沉默了四十年》的传单30万份。传单写道：“难道我们没有父母？而我们的父母是生是死不得而知，我们只要求：‘生’则让我们回去奉上一杯茶；‘死’则让我们回去献上一炷香。”这一潮流促成了,Chinese,chinese_history,hard
The heart has:,English,clinical_knowledge,hard
"A witness lived next door to a victim. Late one night, the witness overheard the victim scream, ""The defendant, please don't do it!"" The next day the victim was found dead in her bedroom. The defendant was arrested and charged with murdering the victim. At trial, the witness proposes to testify to the victim's statement. Upon objection by defendant's counsel, the court should rule the witness's testimony regarding the victim's statement",English,professional_law,hard
A 25-year-old woman who is 19 weeks pregnant comes to the office for a prenatal examination. Her father had classic hemophilia. A karyotype obtained from an amniotic fluid sample of the patient shows that the fetus is XY. Which of the following should you tell the patient regarding her infant?,English,professional_medicine,hard
佛教修行的基本内容是,Chinese,world_religions,hard
以下哪种说法是错误的?,Chinese,traditional_chinese_medicine,hard
Which of the following security sectors are intrinsically linked with energy security?,English,security_studies,hard
"A new business contracted with a widget manufacturer for the purchase of 100,000 widgets. The CEO of the new business told the widget maker's manager that a substantial profit hinged on receiving the widgets. The manufacturer discovered it could not produce the widgets due to equipment failures. The business sued the manufacturer for breach of contract, claiming lost profits of $10 million. The CEO testified to the company's projected sales in detail. A qualified expert supported his lost profit projections; there was no expert testimony by the manufacturer. Will the court allow the company to collect its claimed lost profit damages?",English,professional_law,hard
Of the two versions of the principle that Singer considers:,English,philosophy,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I rolled the ball that me and my friends were playing with. Scenario 2 | I ate her delicious finger sandwitches.",English,moral_scenarios,hard
汉武帝时，朝廷制作出许多一尺见方的白鹿皮，称为“皮币”，定价为40万钱一张。诸侯王参加献礼时，必须购皮币用来置放礼物，而当时一个“千户侯”一年的租税收入约为20万钱。朝廷这种做法,Chinese,chinese_history,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I pulled the kitten around on a rug, which was quite amusing! Scenario 2 | When I see my full refrigerator and think of those starving in the Third World, I feel guilty.",English,moral_scenarios,hard
" Which of the given formulas of PL is the best symbolization of the following sentence?
Since the university raised tuition, the president approved of it and the board didn't prevent it.",English,formal_logic,hard
Which of the following is a special feature of the rabies vaccine?,English,virology,hard
"500 women aged 40 – 54 who present for routine check-ups are asked about their meat consumption the women turn out to be vegetarian. During the ensuing 5 years, 5 vegetarians and 43 non-vegetarians develop colorectal cancer. Which of the following best describes the study design?",English,virology,hard
For how many positive integers k does the ordinary decimal representation of the integer k! end in exactly 99 zeros?,English,college_mathematics,hard
如何看待物质需求，东西方思想家中有的认为“放纵自己的欲望是最大的祸害”；有的甚至提出“去人欲”；也有的针锋相对：“穿衣吃饭，即是人伦物理。”下列人物中，明确表达上述主张的有：a苏格拉底；b亚里士多德；c朱熹；d李贽,Chinese,chinese_history,hard
两样本均数的比较，可用,Chinese,college_medical_statistics,hard
Which of the following is typically NOT found in normal somatic cells of a human male?,English,college_biology,hard
What has been the importance of the new critical schools of security studies for the development of security studies? Have they simply become IR and lost their position that defines them as security studies?,English,security_studies,hard
历史学家哈需德夫妇说：“工业革命带来了物质力量的极大发展，也带来了物质力量相伴着的无穷基于。然而，这次变革并没有能建立起一个更幸福、更合理、丰富有自尊心的社会；相反，工业革命使千百万群众身价倍落，而迅速发展山一种一切都为利润牺牲的城市生活方式。”作者在这里主要表述的是,Chinese,world_history,hard
已知当前的宇宙背景辐射温度为273K，那么红移为5的地方的宇宙背景辐射温度约为,Chinese,astronomy,hard
德国人A（丈夫）与英国人B结婚，A在中国去世后，B要求英国法院判决丈夫在中国的遗产归其所有，判断B对A财产的权利是基于夫妻财产关系的权利还是妻子对丈夫的继承权利的问题，这在国际司法上被称为,Chinese,international_law,hard
"In a jurisdiction using the grantor grantee indices, the following events have occurred in the order listed below:(1) In 1993, a woman mortgaged a tract of land to a mortgage company to secure a note for $25,000, due on December 31, 1993, with 9'/2 percent interest per annum. (2) In 1996, the mortgage company recorded the mortgage on the tract of land. (3) In 2007, in a signed writing, which the woman delivered to her daughter, the woman promised to convey the tract of land to her daughter by quitclaim deed and pay the mortgage debt when it came due. (4) In 2008, the woman delivered to the daughter a quitclaim deed that made no reference to the mortgage. If the woman thereafter defaulted on the mortgage debt, which of the following is probably correct?",English,professional_law,hard
"The information stored in memory, according to research and our Senior View interviewees, is",English,human_aging,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | At the airport, I alerted the TSA agent to a man who looked dark-skinned, but I was mistaken. Scenario 2 | I took my baby's feet away so she could no longer dance.",English,moral_scenarios,hard
我国啤酒最早出现在,Chinese,chinese_food_culture,hard
"A 67-year-old man with Parkinson disease is admitted to the hospital for treatment of pneumonia. The patient's daughter, who is visiting the patient, says he has had increased lethargy for the past day and decreased ambulation during the past 6 months. She also says that there are times during the day when his tremors increase in severity, although he continues to care for himself at home. Medical history is also remarkable for hypertension. Medications include hydrochlorothiazide, atenolol, levodopa, and carbidopa. He is 168 cm (5 ft 6 in) tall and weighs 78 kg (172 lb); BMI is 28 kg/m2 . Vital signs are temperature 38.9°C (102.0°F), pulse 60/min supine and 68/min standing, respirations 22/min, and blood pressure 100/60 mm Hg supine and 80/50 mm Hg standing. The patient appears ill and older than his stated age. He is fully oriented but lethargic. Auscultation of the chest discloses rhonchi in the right mid lung field. Abdominal examination discloses no abnormalities. Neurologic examination discloses masked facies, bradykinesia, and cogwheel rigidity; gait was not assessed on admission. Chest x-ray shows a right lower lobe infiltrate. ECG shows no abnormalities. Appropriate intravenous antibiotic therapy is initiated. Prior to discharge, which of the following is the most appropriate step?",English,professional_medicine,hard
Hare refers to people who endorse ideals without regard for whether people’s interests are pursued by them as:,English,philosophy,hard
"Which of the following foods might be considered a ""goitrogen""?
",English,nutrition,hard
Pre-testing a questionnaire is useful for:,English,sociology,hard
素有“一菜一格，百菜百味”之称的菜肴体系是,Chinese,chinese_food_culture,hard
"Which of the following are alternative names for the independent variable (usually denoted by x) in linear regression analysis?

(i) The regressor

(ii) The regressand

(iii) The causal variable

(iv) The effect variable",English,econometrics,hard
The trigger to initiate the contractile process in skeletal muscle is:,English,clinical_knowledge,hard
In the movie Austin Powers: The Spy Who Shagged Me what is the name of Dr Evil's diminutive clone?,English,miscellaneous,hard
"The AH Protocol provides source authentication and data integrity, but not",English,computer_security,hard
"Let M be a single-tape, deterministic Turing machine with tape alphabet {blank,0,1}, and let C denote the (possibly infinite) computation of M starting with a blank tape. The input to each problem below is M, together with a positive integer n. Which of the following problems is (are) decidable?
I. The computation C lasts for at least n steps.
II. The computation C lasts for at least n steps, and M prints a 1 at some point after the nth step.
III. M scans at least n distinct tape squares during the computation C.",English,college_computer_science,hard
"Which vitamin is required for synthesis of the blood clotting proteins?
",English,nutrition,hard
剧烈运动时少尿的主要原因是,Chinese,professional_medicine,hard
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,English,management,hard
A major advantage of direct mapping of a cache is its simplicity. The main disadvantage of this organization is that,English,college_computer_science,hard
After the close of the pleadings both plaintiff and defendant duly made motions for summary judgment. Which of the following statements is correct?,English,professional_law,hard
《巴门尼德斯篇》是谁的作品？,Chinese,philosophy,hard
"On Monday, a man told a gardener, ""I am having a party on Sunday and I want my house to look good. If you will promise to mow my lawn by Saturday, I will pay you $50. "" On Friday, the gardener arrived at the man's home just as the man was leaving for work and began to mow the man's lawn. The man said nothing to the gardener but drove off as he saw the gardener unloading his lawn mower. When the man arrived home from work that evening, he noticed that only half of his lawn had been mowed. He then found a note from the gardener slipped into his mailbox. The note said:""Sorry, but I ran out of gas to power the lawn mower and did not have time to buy more gas to finish the job. I'm taking the weekend off, but I will be back Monday morning to finish the job. ""If the man brings suit against the gardener for breach of contract, who is likely to prevail?",English,professional_law,hard
魏斯曼(A.Weismann)代表性的遗传学说是,Chinese,genetics,hard
在文恩图中，用来标记特称命题的是。,Chinese,logical,hard
